Year, NodeId, Gender, IP_Key:Adherence, HasIntervention:STIBarrier_NoCondoms, IsCircumcised, HIV_Stage, Age, Population, Infected CD4 Under 200 (Not On ART), Infected CD4 200 To 349 (Not On ART), Infected CD4 350 To 499 (Not On ART), Infected CD4 500 Plus (Not On ART), Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever, Diagnosed, Newly Tested Positive, Newly Tested Negative,Transmitters, HasIntervention(CoitalActRiskFactors_MoreLikelyToTransmit),EnteredRelationship,ExitedRelationship,Currently (TRANSITORY),Currently (INFORMAL),Currently (MARITAL),Currently (COMMERCIAL),Ever (TRANSITORY),Ever (INFORMAL),Ever (MARITAL),Ever (COMMERCIAL),Has Concurrent Partners,Current Partners,Lifetime Partners,Num_TRANSITORY,Num_INFORMAL,Num_MARITAL,Num_COMMERCIAL,Num_Concordant_TRANSITORY,Num_Concordant_INFORMAL,Num_Concordant_MARITAL,Num_Concordant_COMMERCIAL
1963.41,1,0,LOW,0,0,AIDS,40,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,0,0,ON_ART,15,37,0,0,0,0,37,0,37,0,0,37,0,0,0,0,0,0,0,3,18,30,3,0,30,33,3,0,21,63,143,23,37,3,0,8,16,2,0
1963.41,1,0,LOW,0,0,ON_ART,40,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,0,1,3,4,1,1,1,0,0,0,1,0
1963.41,1,0,LOW,0,1,NOT_INFECTED,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,0,1,NOT_INFECTED,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,0,1,ACUTE,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,0,1,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,0,1,LATENT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,0,1,LATENT,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,0,1,AIDS,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,0,1,AIDS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,0,1,ON_ART,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,0,1,ON_ART,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,1,0,NOT_INFECTED,15,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,310,417,15,0,579,547,16,0,318,1016,2373,419,582,15,0,394,533,15,0
1963.41,1,0,LOW,1,0,NOT_INFECTED,40,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,16,26,11,0,34,45,11,0,17,62,138,20,31,11,0,20,31,11,0
1963.41,1,0,LOW,1,0,ACUTE,15,4,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,4,3,0,0,3,9,18,6,3,0,0,5,1,0,0
1963.41,1,0,LOW,1,0,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,1,0,LATENT,15,20,4,5,10,1,20,0,0,0,0,0,0,0,0,0,0,0,0,2,10,12,0,0,19,18,0,0,10,29,84,14,15,0,0,10,7,0,0
1963.41,1,0,LOW,1,0,LATENT,40,5,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,3,4,0,0,2,7,11,3,4,0,0,0,0,0,0
1963.41,1,0,LOW,1,0,AIDS,15,2,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,2,2,0,0,1,3,9,2,1,0,0,1,0,0,0
1963.41,1,0,LOW,1,0,AIDS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,1,0,ON_ART,15,36,0,0,0,0,36,0,36,0,0,36,0,0,0,0,0,0,5,2,23,26,0,0,32,34,0,0,26,75,159,31,44,0,0,14,22,0,0
1963.41,1,0,LOW,1,0,ON_ART,40,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,5,0,1,0,0,0,0,0,0
1963.41,1,0,LOW,1,1,NOT_INFECTED,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,1,1,NOT_INFECTED,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,1,1,ACUTE,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,1,1,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,1,1,LATENT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,1,1,LATENT,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,1,1,AIDS,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,1,1,AIDS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,1,1,ON_ART,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,LOW,1,1,ON_ART,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,0,0,NOT_INFECTED,15,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,35,342,497,18,0,638,611,18,0,359,1151,2509,449,684,18,0,408,623,16,0
1963.41,1,0,HIGH,0,0,NOT_INFECTED,40,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,86,280,137,0,234,404,140,0,124,550,986,89,324,137,0,89,319,136,0
1963.41,1,0,HIGH,0,0,ACUTE,15,4,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,4,4,1,0,4,10,22,2,7,1,0,0,5,0,0
1963.41,1,0,HIGH,0,0,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,0,0,LATENT,15,42,15,5,18,4,42,0,0,0,0,0,0,0,0,0,0,0,1,3,22,30,4,0,39,40,4,0,26,73,173,31,38,4,0,14,18,0,0
1963.41,1,0,HIGH,0,0,LATENT,40,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,2,6,0,2,0,0,0,1,0,0
1963.41,1,0,HIGH,0,0,AIDS,15,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,0,1,0,0,0,1,0,0
1963.41,1,0,HIGH,0,0,AIDS,40,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,0,0,ON_ART,15,26,0,0,0,0,26,0,26,0,0,26,0,0,0,0,0,0,0,2,9,9,2,0,20,19,2,0,8,26,84,13,11,2,0,3,3,0,0
1963.41,1,0,HIGH,0,0,ON_ART,40,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,1,2,1,0,2,3,1,0,2,5,9,1,3,1,0,0,1,0,0
1963.41,1,0,HIGH,0,1,NOT_INFECTED,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,0,1,NOT_INFECTED,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,0,1,ACUTE,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,0,1,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,0,1,LATENT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,0,1,LATENT,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,0,1,AIDS,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,0,1,AIDS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,0,1,ON_ART,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,0,1,ON_ART,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,1,0,NOT_INFECTED,15,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,25,291,431,18,0,544,533,18,0,308,984,2242,372,594,18,0,342,565,17,0
1963.41,1,0,HIGH,1,0,NOT_INFECTED,40,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,23,3,0,31,35,3,0,11,47,100,16,28,3,0,15,28,3,0
1963.41,1,0,HIGH,1,0,ACUTE,15,8,0,0,0,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,5,6,0,0,6,8,0,0,5,17,31,7,10,0,0,6,6,0,0
1963.41,1,0,HIGH,1,0,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,1,0,LATENT,15,33,13,3,10,7,33,0,0,0,0,0,0,0,0,0,0,0,4,5,20,25,0,0,29,32,0,0,21,61,132,28,33,0,0,12,15,0,0
1963.41,1,0,HIGH,1,0,LATENT,40,4,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,1,0,1,3,6,1,1,1,0,0,0,0,0
1963.41,1,0,HIGH,1,0,AIDS,15,2,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,3,1,2,0,0,2,2,0,0,2,4,9,1,3,0,0,0,0,0,0
1963.41,1,0,HIGH,1,0,AIDS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,1,0,ON_ART,15,25,0,0,0,0,25,0,25,0,0,25,0,0,0,0,0,0,0,2,9,20,0,0,20,24,0,0,13,43,103,13,30,0,0,2,7,0,0
1963.41,1,0,HIGH,1,0,ON_ART,40,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,1,5,0,1,0,0,0,0,0,0
1963.41,1,0,HIGH,1,1,NOT_INFECTED,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,1,1,NOT_INFECTED,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,1,1,ACUTE,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,1,1,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,1,1,LATENT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,1,1,LATENT,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,1,1,AIDS,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,1,1,AIDS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,1,1,ON_ART,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,0,HIGH,1,1,ON_ART,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,LOW,0,0,NOT_INFECTED,15,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749,76,58,680,1036,76,0,1216,1274,80,0,785,2414,5393,908,1430,76,0,845,1328,71,0
1963.41,1,1,LOW,0,0,NOT_INFECTED,40,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,13,7,57,159,99,0,157,264,105,0,40,334,605,62,173,99,0,60,172,99,0
1963.41,1,1,LOW,0,0,ACUTE,15,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,1,6,0,0,9,8,0,0,9,9,0,0,9,24,54,11,13,0,0,8,6,0,0
1963.41,1,1,LOW,0,0,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,LOW,0,0,LATENT,15,63,1,10,39,13,63,0,0,0,0,0,0,0,0,0,0,39,5,5,38,50,1,0,62,59,2,0,38,125,313,53,71,1,0,17,33,0,0
1963.41,1,1,LOW,0,0,LATENT,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,LOW,0,0,AIDS,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,LOW,0,0,AIDS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,LOW,0,0,ON_ART,15,46,0,0,0,0,46,0,46,0,0,46,0,0,0,0,0,33,3,1,26,38,4,0,44,46,4,0,32,97,235,36,57,4,0,13,23,3,0
1963.41,1,1,LOW,0,0,ON_ART,40,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0
1963.41,1,1,LOW,1,0,NOT_INFECTED,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,LOW,1,0,NOT_INFECTED,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,LOW,1,0,ACUTE,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,LOW,1,0,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,LOW,1,0,LATENT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,LOW,1,0,LATENT,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,LOW,1,0,AIDS,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,LOW,1,0,AIDS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,LOW,1,0,ON_ART,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,LOW,1,0,ON_ART,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,HIGH,0,0,NOT_INFECTED,15,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,84,78,657,987,89,0,1188,1225,92,0,735,2306,5226,859,1358,89,0,796,1290,83,0
1963.41,1,1,HIGH,0,0,NOT_INFECTED,40,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,11,4,60,176,96,0,181,286,100,0,50,351,650,62,193,96,0,62,192,95,0
1963.41,1,1,HIGH,0,0,ACUTE,15,12,0,0,0,12,12,1,0,0,0,0,0,0,0,0,1,7,2,0,10,11,0,0,11,11,0,0,10,32,58,18,14,0,0,11,7,0,0
1963.41,1,1,HIGH,0,0,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,HIGH,0,0,LATENT,15,82,2,6,54,20,82,0,0,0,0,0,0,0,0,0,0,49,6,9,52,70,3,0,77,81,3,0,63,175,422,69,103,3,0,23,46,1,0
1963.41,1,1,HIGH,0,0,LATENT,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,HIGH,0,0,AIDS,15,2,1,0,0,0,2,0,1,1,1,1,0,0,0,0,0,2,0,2,1,2,0,0,2,2,0,0,1,3,9,1,2,0,0,1,1,0,0
1963.41,1,1,HIGH,0,0,AIDS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,HIGH,0,0,ON_ART,15,37,0,0,0,0,37,0,37,0,0,37,0,0,0,0,0,21,1,3,24,34,1,0,36,36,2,0,29,86,215,33,52,1,0,10,10,0,0
1963.41,1,1,HIGH,0,0,ON_ART,40,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1963.41,1,1,HIGH,1,0,NOT_INFECTED,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,HIGH,1,0,NOT_INFECTED,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,HIGH,1,0,ACUTE,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,HIGH,1,0,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,HIGH,1,0,LATENT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,HIGH,1,0,LATENT,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,HIGH,1,0,AIDS,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,HIGH,1,0,AIDS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,HIGH,1,0,ON_ART,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.41,1,1,HIGH,1,0,ON_ART,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,0,0,NOT_INFECTED,15,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,33,341,456,19,0,617,581,20,0,332,1078,2495,443,616,19,0,404,575,19,0
1963.45,1,0,LOW,0,0,NOT_INFECTED,40,874,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,15,94,271,134,0,257,408,138,0,132,558,1019,104,320,134,0,104,320,133,0
1963.45,1,0,LOW,0,0,ACUTE,15,5,0,0,0,5,5,2,0,0,0,0,0,0,0,0,2,0,1,0,3,4,0,0,5,4,0,0,4,12,22,6,6,0,0,4,4,0,0
1963.45,1,0,LOW,0,0,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,0,0,LATENT,15,45,13,9,20,3,45,0,0,0,0,0,0,0,0,0,0,0,4,1,23,38,3,0,42,43,3,0,31,81,182,28,50,3,0,4,20,1,0
1963.45,1,0,LOW,0,0,LATENT,40,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,2,0,0,1,4,5,2,2,0,0,0,1,0,0
1963.45,1,0,LOW,0,0,AIDS,15,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,3,10,2,1,0,0,1,1,0,0
1963.45,1,0,LOW,0,0,AIDS,40,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,0,0,ON_ART,15,37,0,0,0,0,37,0,37,0,0,37,0,0,0,0,0,0,1,1,18,30,3,0,31,33,3,0,21,63,144,23,37,3,0,8,16,2,0
1963.45,1,0,LOW,0,0,ON_ART,40,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,0,1,3,4,1,1,1,0,0,0,1,0
1963.45,1,0,LOW,0,1,NOT_INFECTED,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,0,1,NOT_INFECTED,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,0,1,ACUTE,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,0,1,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,0,1,LATENT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,0,1,LATENT,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,0,1,AIDS,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,0,1,AIDS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.45,1,0,LOW,0,1,ON_ART,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
